ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Comment
1214,Koya-neck-1,meɖaka:ja,neck-B,false,expert,,,,,"Reasonable lookalike (to meɖa), Dunn"
1215,Telugu-neck-1,meɖa,neck-B,false,expert,Andronov1964,,,,", "
1216,Toda-neck-1,maɾ,neck-B,false,expert,BurrowEmeneau1961[DED4847],,,,", "
1217,Kurukh-neck-1,kʰesir,neck-C,false,expert,,,,,", "
1218,Malto-neck-1,asaɾdu,neck-C,false,expert,BurrowEmeneau1961[181],,,,"Set 1996 ""Kur. xēser (xesr-) neck, shoulders. Malt. qasru neck.? Cf. 1366 Ta. kar̤uttu. DED 1662."", "
1219,Kannada-neck-1,kuthige,neck-D,false,expert,BurrowEmeneau1961[DED1718],,,,"Andronov had it in set /cognate/114/, "
1220,Kodava-neck-1,bo:ɭe,neck-E,false,expert,,,,,"no obvious cognates to this set, Dunn"
1221,Yeruva-neck-1,bo:ɭe,neck-E,false,expert,,,,,"no obvious cognates to this set, Dunn"
1222,Tulu-neck-1,kekkilə,neck-F,false,expert,,,,,"no phonological evidence to link this to other sets, Dunn"
1223,Betta_Kurumba-neck-1,kp:ma:ɭi,neck-G,false,expert,,,,,"apparent singleton, Dunn"
1224,Kolami-neck-1,mak,neck-H,false,expert,BurrowEmeneau1961[408],,,,"DED4622, "
1225,Brahui-neck-1,lex,neck-I,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
1226,Malto-neck-2,ɖo:nɖo,neck-J,false,expert,,,,,"No obvious cognates or, Kolipakam"
1227,Ollari_Gadba-neck-1,kanɖ,neck-K,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
1228,Gondi-neck-1,guɖunga,neck-L,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
1229,Badga-new-1,ostə,new-A,false,expert,,,,,"apparent singleton, Dunn"
1230,Kolami-new-1,kota,new-B,false,expert,,,,,", Kolipakam"
1231,Koya-new-1,kottad,new-B,false,expert,,,,,"good lookalike to Telegu ""kotta"", Dunn"
1232,Telugu-new-1,kotta,new-B,false,expert,Andronov1964,,,,", "
1233,Brahui-new-1,pu:skun,new-C,false,expert,BurrowEmeneau1961[378],,,,", "
1234,Gondi-new-1,puna,new-C,false,expert,BurrowEmeneau1961[378],,,,"DED4275, "
1235,Kannada-new-1,hosadu,new-C,false,expert,BurrowEmeneau1961[DED4275],,,,", "
1236,Kodava-new-1,pudija,new-C,false,expert,BurrowEmeneau1961[DED4275],,,,", "
1237,Kota-new-1,pudijadə,new-C,false,expert,BurrowEmeneau1961[378],,,,"DED4275, "
1238,Kurukh-new-1,pu:na,new-C,false,expert,BurrowEmeneau1961[378],,,,"DED4275, "
1239,Kuwi-new-1,puni,new-C,false,expert,BurrowEmeneau1961[378],,,,"DED4275, "
1240,Malayalam-new-1,pudija,new-C,false,expert,BurrowEmeneau1961[DED4275],,,,", "
1241,Malto-new-1,pu:na,new-C,false,expert,BurrowEmeneau1961,,,,"DED4275, "
1242,Parji-new-1,pun,new-C,false,expert,Andronov1964;BurrowEmeneau1961[DED4275],,,,"; , "
1243,Tamil-new-1,pudusə,new-C,false,expert,BurrowEmeneau1961[DED4275],,,,", "
1244,Tamil-new-2,pudu,new-C,false,expert,BurrowEmeneau1961[DED4275],,,,", "
1245,Toda-new-1,pudu:n,new-C,false,expert,BurrowEmeneau1961[DED4275],,,,"clear cognate, "
1246,Tulu-new-1,posatta,new-C,false,expert,BurrowEmeneau1961[DED4275],,,,", "
1247,Yeruva-new-1,pudijai,new-C,false,expert,BurrowEmeneau1961[DED4275],,,,"clear cognate, "
1248,Betta_Kurumba-new-1,pəjjmən,new-D,false,expert,,,,,"apparent singleton, Dunn"
1249,Ollari_Gadba-new-1,nia,new-E,false,expert,,,,,"possible loanword from hindi - naja, Kolipakam"
1250,Badga-night-1,iɾə,night-A,false,expert,BurrowEmeneau1961[DED2552],,,,", "
1251,Kota-night-1,e:lumaɾam,night-A,false,expert,BurrowEmeneau1961[222],,,,"DED2552, "
1252,Tamil-night-1,iɾa:ʋə,night-A,false,expert,Andronov1964,,,,", "
1253,Tamil-night-2,ɾa:ʋə,night-A,false,expert,BurrowEmeneau1961[DED2552],,,,", "
1254,Kannada-night-1,ɾa:tɾi,night-B,false,expert,Andronov1964;Buck1949[992],,,,"; Sanskrit rātri-, "
1255,Malayalam-night-1,ɾa:tɾi,night-B,false,expert,Andronov1964,,,,", "
1256,Malto-night-1,ɾa:ti,night-B,false,expert,Andronov1964,,,,"loanword, "
1257,Tamil-night-3,ɾa:tɾi,night-B,false,expert,Buck1949[992],,,,", "
1258,Telugu-night-1,ɾa:tɾi,night-B,false,expert,Andronov1964,,,,", "
1259,Tulu-night-1,ɾa:tɾe,night-B,false,expert,Buck1949[992],,,,", "
1260,Kurukh-night-1,ma:ha,night-C,false,expert,BurrowEmeneau1961[425],,,,"DED4781, "
1261,Malto-night-2,ma:a:,night-C,false,expert,BurrowEmeneau1961,,,,"DED4781, "
1262,Koya-night-1,mulipe,night-D,false,expert,BurrowEmeneau1961[DED4869],,,,", "
1263,Kodava-night-1,bajiʈə,night-E,false,expert,,,,,"apparent singleton, Dunn"
1264,Yeruva-night-1,andi,night-F,false,expert,,,,,"apparent singleton, Dunn"
1265,Betta_Kurumba-night-1,ədlə,night-G,false,expert,,,,,"apparent singleton, Dunn"
1266,Toda-night-1,ekka:ɖə,night-H,false,expert,,,,,"apparent singleton, Dunn"
1267,Gondi-night-1,naɾkaɖ,night-I,false,expert,BurrowEmeneau1961[316],,,,"DED3584, "
1268,Brahui-night-1,nam,night-J,false,expert,BurrowEmeneau1961[320],,,,"DED3621, "
1269,Kuwi-night-1,la:n,night-J,false,expert,BurrowEmeneau1961[320],,,,"DED3621, "
1270,Kolami-night-1,siɾbedin,night-K,false,expert,,,,,"apparently singleton. no entry in DED, Kolipakam"
1271,Badga-nose-1,mu:kə,nose-A,false,expert,,,,,"High quality look alike of the set - 5024(pg.454) . But not in the DED list., Kolipakam"
1272,Betta_Kurumba-nose-1,mu:kkə,nose-A,false,expert,,,,,"high quality look alike to set - 5024, Kolipakam"
1273,Kannada-nose-1,mu:gə,nose-A,false,expert,Andronov1964;BurrowEmeneau1961[454],,,,"; set - 5024, "
1274,Kodava-nose-1,mu:kkə,nose-A,false,expert,BurrowEmeneau1961[454],,,,"set - 5024, "
1275,Kolami-nose-1,mu:kk,nose-A,false,expert,BurrowEmeneau1961[454],,,,"DED5024, "
1276,Kota-nose-1,mu:kə,nose-A,false,expert,BurrowEmeneau1961[454],,,,"DED5024, "
1277,Kurukh-nose-1,mu:ji,nose-A,false,expert,BurrowEmeneau1961[454],,,,"DED5024, "
1278,Kuwi-nose-1,mungeli,nose-A,false,expert,BurrowEmeneau1961[454],,,,"DED5024, "
1279,Malayalam-nose-1,mu:kə,nose-A,false,expert,Andronov1964;BurrowEmeneau1961[454],,,,"; set - 5024, "
1280,Ollari_Gadba-nose-1,mungan,nose-A,false,expert,BurrowEmeneau1961[454],,,,"DED5024, "
1281,Parji-nose-1,muvãḍ,nose-A,false,expert,BurrowEmeneau1961[454],,,,"set - 5024, "
1282,Tamil-nose-1,mu:kə,nose-A,false,expert,Andronov1964;BurrowEmeneau1961[454],,,,"; set - 5024, "
1283,Telugu-nose-1,mukku,nose-A,false,expert,Andronov1964;BurrowEmeneau1961[454],,,,"; set - 5024, "
1284,Tulu-nose-1,mu:gu,nose-A,false,expert,BurrowEmeneau1961[454],,,,"set - 5024, "
1285,Yeruva-nose-1,mu:kkə,nose-A,false,expert,,,,,"High quality look alike of the set - 5024(pg.454) . But not in the DED list., Kolipakam"
1286,Gondi-nose-1,mosoɾ,nose-B,false,expert,BurrowEmeneau1961[455],,,,"DED5031, "
1287,Koya-nose-1,mosso:ɾ,nose-B,false,expert,,,,,"Self-identified., Kolipakam"
1288,Toda-nose-1,mittu:p,nose-C,false,expert,,,,,"Self-identified., Kolipakam"
1289,Malto-nose-1,muso:,nose-D,false,expert,BurrowEmeneau1961[439],,,,"DED4909, "
1290,Brahui-nose-1,ba:mus,nose-E,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
1291,Betta_Kurumba-not-1,ila,not-A,false,expert,,,,,"good lookalike, Dunn"
1292,Gondi-not-1,helle,not-A,false,expert,BurrowEmeneau1961[466],,,,"DED2559, "
1293,Kodava-not-1,ille,not-A,false,expert,BurrowEmeneau1961[DED2559],,,,"DED2559, "
1294,Kota-not-1,illa,not-A,false,expert,BurrowEmeneau1961[466],,,,"DED2559, "
1295,Koya-not-1,ille,not-A,false,expert,,,,,"high quality look alike, Verkerk"
1296,Malayalam-not-1,illa,not-A,false,expert,Andronov1964;BurrowEmeneau1961[DED2559],,,,"; DED2559, "
1297,Tamil-not-1,ille,not-A,false,expert,Andronov1964;BurrowEmeneau1961[DED2559],,,,"; DED2559; speeled differently: il non-existence, death; illai it is not (in Old Tamil with a complete neg. paradigm); no; illāmai absence, non-existence, poverty, want; illātavaṉ one utterly destitute; illāṉ poor man; ill-eṉal death, negating existence; ilam, ilampai poverty; ili one who is without (at end of cpd.); iṉmai total negation of existence, poverty; iṉṟiya that which is not., "
1298,Telugu-not-1,le:du,not-A,false,expert,BurrowEmeneau1961[DED2559],,,,"DED2559, "
1299,Yeruva-not-1,ille,not-A,false,expert,,,,,"high quality look alike, Verkerk"
1300,Kolami-not-1,ka:du,not-B,false,expert,,,,,"High quality look alike to DED333, Kolipakam"
1301,Telugu-not-2,ka:du,not-B,false,expert,BurrowEmeneau1961[31],,,,"DED333, "
1302,Betta_Kurumba-not-2,ala,not-C,false,expert,,,,,"good lookalike, Dunn"
1303,Kannada-not-1,alla,not-C,false,expert,BurrowEmeneau1961[DED234],,,,"DED234 - this cognate coding goes against Andronov, who said that this form goes with cognate class A., "
1304,Badga-not-1,kulle,not-D,false,expert,,,,,", Verkerk"
1305,Toda-not-1,a:ɖudi,not-E,false,expert,,,,,", Verkerk"
1306,Tulu-not-1,a:tu,not-E,false,expert,,,,,"reasonable lookalike to Toda; no other apparent cognates, Dunn"
1307,Kurukh-not-1,mala,not-F,false,expert,BurrowEmeneau1961,,,,"DED4743, "
1308,Malto-not-1,mala:,not-F,false,expert,BurrowEmeneau1961,,,,"DED4743, "
1309,Brahui-not-1,a:xa,not-G,false,expert,,,,,"No obvious cognates/look - alikes in the wordlist, Kolipakam"
1310,Brahui-not-2,nƐ,not-H,false,expert,,,,,"No obvious cognates or look alikes in the wordlist., Kolipakam"
1311,Malto-not-2,hambija,not-I,false,expert,,,,,"No obvious cognate or look alike., Kolipakam"
1312,Badga-one-1,ondə,one-A,false,expert,,,,,"high quality look-alike, Verkerk"
1313,Betta_Kurumba-one-1,ʋandə,one-A,false,expert,,,,,"See e.g. phonetic realization of /o:ʈəja/ [wo:ʈaja] ""all"", Dunn"
1314,Brahui-one-1,asit,one-A,false,expert,BurrowEmeneau1961[94],,,,"DED990, "
1315,Gondi-one-1,ondi,one-A,false,expert,,,,,"High quality look alike, Kolipakam"
1316,Kannada-one-1,ondu,one-A,false,expert,BurrowEmeneau1961[990d],,,,"990d; ""Ka. ondu one thing;"", "
1317,Kodava-one-1,ondə,one-A,false,expert,BurrowEmeneau1961[990d],,,,"990d; ""Koḍ. ondï one thing;"", "
1318,Kolami-one-1,okko:t,one-A,false,expert,BurrowEmeneau1961[94],,,,"DED990, "
1319,Kota-one-1,o:dit,one-A,false,expert,BurrowEmeneau1961[94],,,,"DED990, "
1320,Koya-one-1,oɾɾo:ʈ,one-A,false,expert,,,,,"Looks similar to the Gondi form, but the Gondi form is itself doubtful to be cognate (except for Andronov's cognate coding), Verkerk"
1321,Kurukh-one-1,o:nd,one-A,false,expert,BurrowEmeneau1961[94],,,,"DED990, "
1322,Kuwi-one-1,ranɖi,one-A,false,expert,BurrowEmeneau1961[94],,,,"DED990, "
1323,Malayalam-one-1,onnə,one-A,false,expert,Andronov1964;BurrowEmeneau1961[990d],,,,"; 990d; ""Ta. oṉṟu, oṇṇu the number one; one "", "
1324,Malto-one-1,o:nd,one-A,false,expert,BurrowEmeneau1961,,,,"DED990a, "
1325,Ollari_Gadba-one-1,okuʈi,one-A,false,expert,BurrowEmeneau1961[94],,,,"DED990, "
1326,Parji-one-1,ok,one-A,false,expert,BurrowEmeneau1961[990b],,,,"990b; ""Pa. okur one man; okal one woman; okut, okti one thing; ok one (adj.). "", "
1327,Tamil-one-1,onnə,one-A,false,expert,Andronov1964;BurrowEmeneau1961[990d],,,,"; 990d; ""Ta. oṉṟu, oṇṇu the number one; one "", "
1328,Telugu-one-1,okaʈi,one-A,false,expert,Andronov1964;BurrowEmeneau1961[990b],,,,"; 990b; ""Te. oka one (adj.), single; okãḍu, okõḍu, okarũḍu, okaruvũḍu, okorũḍu one man, one animal or thing; okata, okati, okatuka, okate, okarita, okariti, okarite, okartu, okartuka, okarte, okota, okorita, etc., one woman; okaru some persons; okaṭi, okoṭi one thing; okaṭa, okoṭa at one and the same time, together; (nearly all Te. forms also with -kk-). "", "
1329,Tulu-one-1,ondʒi,one-A,false,expert,BurrowEmeneau1961[990d],,,,"990d; ""Tu. oñji one thing;"", "
1330,Yeruva-one-1,ondʒu,one-A,false,expert,,,,,"high quality look-alike, Verkerk"
1331,Toda-one-1,uttə,one-B,false,expert,,,,,"Doesn't look similar to any of the other forms; search for this form in DED is not succesfull, Verkerk"
1332,Kannada-person-1,manusa,person-A,false,expert,Andronov1964,,,,", "
1333,Kodava-person-1,manasa,person-A,false,expert,,,,,"None of these forms are to be found in the DED, so I am assuming that they are all (except one) loans, since they all look highly similar, Verkerk"
1334,Kolami-person-1,maniʂa:n,person-A,false,expert,,,,,", Kolipakam"
1335,Koya-person-1,mansu:ɳɖ,person-A,false,expert,,,,,"None of these forms are to be found in the DED, so I am assuming that they are all (except one) loans, since they all look highly similar, Verkerk"
1336,Malayalam-person-1,manuʂan,person-A,false,expert,Andronov1964,,,,", "
1337,Tamil-person-1,maṉitaṉ,person-A,false,expert,Andronov1964,,,,", "
1338,Tamil-person-2,manuʂan,person-A,false,expert,,,,,"None of these forms are to be found in the DED, so I am assuming that they are all (except one) loans, since they all look highly similar, Verkerk"
1339,Telugu-person-1,maniʂi,person-A,false,expert,Andronov1964,,,,", "
1340,Tulu-person-1,manuʂe:,person-A,false,expert,,,,,"None of these forms are to be found in the DED, so I am assuming that they are all (except one) loans, since they all look highly similar, Verkerk"
1341,Yeruva-person-1,manutʃe,person-A,false,expert,,,,,"None of these forms are to be found in the DED, so I am assuming that they are all (except one) loans, since they all look highly similar, Verkerk"
1342,Badga-person-1,kanɖə,person-B,false,expert,,,,,"Does not look like the other forms, Verkerk"
1343,Toda-person-1,kinnu:ɖə,person-C,false,expert,,,,,"Doesn't look like any of the others, Verkerk"
1344,Betta_Kurumba-person-1,a:ɭə ~ a:ɭu,person-D,false,expert,,,,,"Singleton, Dunn"
1345,Kurukh-person-1,a:l,person-D,false,expert,,,,,"high quality look alike, Kolipakam"
1346,Gondi-person-1,lokuɾ,person-E,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
1347,Malto-person-1,malah,person-F,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
1348,Brahui-person-1,bandag,person-G,false,expert,,,,,"No obvious cognates or entry in DED, Kolipakam"
1349,Badga-rain-1,me,rain-A,false,expert,,,,,"Lookalike with Kannada ""male"", Jordan"
1350,Betta_Kurumba-rain-1,maɭi,rain-A,false,expert,,,,,"Lookalike to Kodava form DED4753, Jordan"
1351,Kannada-rain-1,maɭe,rain-A,false,expert,BurrowEmeneau1961[DED4753],,,,"B&E form: mar̤e, "
1352,Kodava-rain-1,maɭe,rain-A,false,expert,BurrowEmeneau1961[DED4753],,,,"B&E form: maḷe, "
1353,Kota-rain-1,mai,rain-A,false,expert,BurrowEmeneau1961[421],,,,"DED4753, "
1354,Malayalam-rain-1,maɻa,rain-A,false,expert,Andronov1964;BurrowEmeneau1961[DED4753],,,,"; , "
1355,Tamil-rain-1,maɻai,rain-A,false,expert,Andronov1964;BurrowEmeneau1961[DED4753],,,,"; , "
1356,Toda-rain-1,meɖutti,rain-A,false,expert,,,,,"meɖ: Lookalike with rest of cognate class A ūṭṭi: Lookalike with Tamil: rain (DED761) Possible merge of two cognate classes?, Jordan"
1357,Yeruva-rain-1,maɭe,rain-A,false,expert,,,,,"Identical to Kannada form DED4753, Jordan"
1358,Telugu-rain-1,ʋarʂam,rain-B,false,expert,Andronov1964;Buck1949[67],,,,"; Skt. varsa-, "
1359,Tulu-rain-1,baɾsa,rain-B,false,expert,Buck1949[67],,,,"Skt. varsa-, "
1360,Kolami-rain-1,ʋa:na,rain-C,false,expert,BurrowEmeneau1961[487],,,,"DED5381, "
1361,Koya-rain-1,ʋa:na,rain-C,false,expert,,,,,"Lookalike to Kolami vana DED5381, Jordan"
1362,Parji-rain-1,vāni,rain-C,false,expert,Andronov1964;BurrowEmeneau1961[DED5381],,,,"; , "
1363,Telugu-rain-2,ʋa:na,rain-C,false,expert,BurrowEmeneau1961[487],,,,"DED5381, "
1364,Brahui-rain-1,pƐɾ,rain-D,false,expert,BurrowEmeneau1961[372],,,,"DED4199, "
1365,Gondi-rain-1,piɾ,rain-D,false,expert,BurrowEmeneau1961[372],,,,"DED4199, "
1366,Malto-rain-1,dʒaɖa:,rain-E,false,expert,,,,,"apparent singleton. No entry in DED, Kolipakam"
1367,Kurukh-rain-1,tʃe:p,rain-F,false,expert,,,,,"Apparent singleton no entry in DED, Kolipakam"
1368,Kuwi-rain-1,bela,rain-G,false,expert,,,,,"Apparent singleton. No entry in DED, Kolipakam"
1369,Badga-red-1,keppə,red-A,false,expert,,,,,"Form identical to Toda, Jordan"
1370,Brahui-red-1,xi:sun,red-A,false,expert,BurrowEmeneau1961[175],,,,"DED1931, "
1371,Kannada-red-1,kempu,red-A,false,expert,Andronov1964,,,,", "
1372,Kodava-red-1,tʃo:pə,red-A,false,expert,BurrowEmeneau1961[176],,,,"Set 1931 The form in Burrow is co·pï., "
1373,Kurukh-red-1,kheso,red-A,false,expert,BurrowEmeneau1961[175],,,,"DED1931, "
1374,Malayalam-red-1,tʃumappə,red-A,false,expert,BurrowEmeneau1961[176],,,,"Set 1931, "
1375,Malto-red-1,e:so,red-A,false,expert,BurrowEmeneau1961,,,,"DED1931, "
1376,Parji-red-1,key,red-A,false,expert,BurrowEmeneau1961[176],,,,"Set 1931. Andronov coded this as a separate cognate class C., "
1377,Tamil-red-1,ce-m-,red-A,false,expert,Andronov1964,,,,", "
1378,Tamil-red-2,seʋappə,red-A,false,expert,BurrowEmeneau1961[175],,,,"DED1931, "
1379,Tamil-red-3,segappə,red-A,false,expert,BurrowEmeneau1961[175],,,,"DED1931, "
1380,Toda-red-1,keppə,red-A,false,expert,,,,,"Closely related languages have same or similar forms., Jordan"
1381,Tulu-red-1,kempu,red-A,false,expert,BurrowEmeneau1961[DED1931],,,,", "
1382,Yeruva-red-1,tʃo:pə,red-A,false,expert,BurrowEmeneau1961[176],,,,"Set 1931 The form in Burrow is co·pï., "
1383,Gondi-red-1,eɾɾag,red-B,false,expert,BurrowEmeneau1961[84],,,,"DED865, "
1384,Gondi-red-2,jeɾɾag,red-B,false,expert,BurrowEmeneau1961[84],,,,"DED865, "
1385,Kolami-red-1,jeruɖi,red-B,false,expert,BurrowEmeneau1961[84],,,,"DED865, "
1386,Koya-red-1,eɾɾa,red-B,false,expert,,,,,"Form is very similar to closely related Telugu., Jordan"
1387,Telugu-red-1,eɾupu,red-B,false,expert,Andronov1964;BurrowEmeneau1961[DED865],,,,"Andronov's form: eṟṟa; , "
1388,Betta_Kurumba-red-1,tissəgaɳɖa:ngi,red-C,false,expert,,,,,", Jordan"
1389,Kota-red-1,netiɾ,red-D,false,expert,BurrowEmeneau1961[335],,,,"DED3748, "
1390,Kuwi-red-1,netuɾi,red-D,false,expert,BurrowEmeneau1961[335],,,,"DED3748, "
1391,Kuwi-red-2,gaɖga,red-E,false,expert,,,,,"apparent singleton. No entry in DED, Kolipakam"
1392,Malayalam-road-1,ʋaɻi,road-A,false,expert,Andronov1964;BurrowEmeneau1961[478],,,,"; DED5297 Ma. var̤i way, road, path, succession and the way you came, backwards, manner, means, usage, custom., "
1393,Tamil-road-1,vaḻi,road-A,false,expert,Andronov1964;BurrowEmeneau1961[478],,,,"; DED5297 Ta. var̤i way, path, road, origin, source, means, remedy, homage, manner, method, mode, posterity, descendants, race, family, lineage, relative, dependant, series, line, succession, impression, footprint, trace, usage, antiquity, boon, gift; afterwards., "
1394,Kannada-road-1,mārga,road-B,false,expert,Andronov1964,,,,", "
1395,Telugu-road-1,ma:ɾgamu,road-B,false,expert,Andronov1964,,,,", "
1396,Malto-road-1,pa:odu,road-C,false,expert,BurrowEmeneau1961,,,,"DED4108, "
1397,Parji-road-1,pāv,road-C,false,expert,Andronov1964;BurrowEmeneau1961[364],,,,"; DED4108 Pa. pāv road., "
1398,Badga-road-1,ta:ɾi,road-D,false,expert,,,,,"High quality look alike to DED3170, Kolipakam"
1399,Kolami-road-1,daaɾ,road-D,false,expert,,,,,"high quality look alike to 3170, Kolipakam"
1400,Kota-road-1,ta:ɾi,road-D,false,expert,BurrowEmeneau1961[275],,,,"DED3170, "
1401,Kurukh-road-1,ɖahaɾe,road-D,false,expert,,,,,"hihg quality look alike to 3170, Kolipakam"
1402,Telugu-road-2,da:ɾi,road-D,false,expert,BurrowEmeneau1961[275],,,,"DED3170, "
1403,Betta_Kurumba-road-1,baʈʈi,road-E,false,expert,,,,,", "
1404,Kodava-road-1,ba:te,road-E,false,expert,,,,,"Self-identified, not similar to any other cognate class, Kolipakam"
1405,Telugu-road-3,ba:ʈa,road-E,false,expert,,,,,"Self-identified, not similar to any other cognate class, Kolipakam"
1406,Kannada-road-2,raste,road-F,false,expert,,,,,"Similar to the hindi word for road ""rasta"", Kolipakam"
1407,Kodava-road-2,ɾaste,road-F,false,expert,,,,,"Similar to the hindi word for road ""rasta"", Kolipakam"
1408,Ollari_Gadba-road-1,rasta,road-F,false,expert,,,,,", "
1409,Yeruva-road-1,raste,road-F,false,expert,,,,,"Similar to the hindi word for road ""rasta"", Kolipakam"
1410,Toda-road-1,a:laɾ,road-G,false,expert,,,,,"Self-identified, not similar to any other cognate class; Lookalike with members of DED1395, Kolipakam; Jordan"
1411,Tulu-road-1,paɾvata,road-H,false,expert,,,,,"Self-identified, not similar to any other cognate class, Kolipakam"
1412,Brahui-road-1,saɖak,road-I,false,expert,,,,,"possible loan word from hindi - sadak, Kolipakam"
1413,Gondi-road-1,haɾɾi,road-J,false,expert,BurrowEmeneau1961[212],,,,"; DED2417, Kolipakam"
1414,Koya-road-1,aɾɾi,road-J,false,expert,,,,,"DED2417, Kolipakam"
1415,Kolami-road-2,ta:ʋu,road-K,false,expert,,,,,"apparent singleton, Kolipakam"
1416,Badga-root-1,pe:ɾə,root-A,false,expert,,,,,"same as sister languages, Dunn"
1417,Betta_Kurumba-root-1,bja:ɾə,root-A,false,expert,,,,,"reasonable lookalike, Dunn"
1418,Kannada-root-1,be:ɾu,root-A,false,expert,Andronov1964;BurrowEmeneau1961[DED5535],,,,"; DED5535: Ka. bēr(u) root;, "
1419,Kodava-root-1,be:ɾə,root-A,false,expert,BurrowEmeneau1961[DED 5535],,,,"DED 5535: Koḍ. be·rï root., "
1420,Kolami-root-1,ʋe:ɾkam,root-A,false,expert,BurrowEmeneau1961,,,,"DED5535, "
1421,Koya-root-1,ʋe:ɾ,root-A,false,expert,,,,,"similar to many sister languages, Dunn"
1422,Kuwi-root-1,ʋeɾ,root-A,false,expert,BurrowEmeneau1961,,,,"DED5535, "
1423,Malayalam-root-1,ʋe:ɾə,root-A,false,expert,Andronov1964;BurrowEmeneau1961[DED5535],,,,"; DED5535: Ma. vēr root, origin, cause., "
1424,Parji-root-1,vār,root-A,false,expert,BurrowEmeneau1961[DED5535],,,,"DED5535: Pa. vār (pl. -kul) id. contra Andronov, "
1425,Tamil-root-1,ʋe:ɾə,root-A,false,expert,Andronov1964;BurrowEmeneau1961[DED5535],,,,"; DED5535: Ta. vēr root, anything rootlike; foundation, "
1426,Telugu-root-1,ʋe:ɾu,root-A,false,expert,Andronov1964;BurrowEmeneau1961[DED5535],,,,"; DED5535: Te. vēru root., "
1427,Toda-root-1,ʋeɾ,root-A,false,expert,BurrowEmeneau1961[DED5535],,,,"DED5535: To. p&odieresisside;r id. Several forms have either per or ver, so seems a proper cognate; same as sister languages, Dunn"
1428,Tulu-root-1,be:ɾu,root-A,false,expert,BurrowEmeneau1961[DED5535],,,,"DED5535: Tu. bērů root; origin, cause., "
1429,Yeruva-root-1,be:ɾə,root-A,false,expert,,,,,"same as sister languages, Dunn"
1430,Kurukh-root-1,pa:da,root-B,false,expert,BurrowEmeneau1961[DED4077],,,,", "
1431,Ollari_Gadba-root-1,kuɾe,root-C,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
1432,Malto-root-1,banda:,root-D,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
1433,Brahui-root-1,ɾo:tƐ,root-E,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
1434,Gondi-root-1,hi:ɾ,root-F,false,expert,,,,,"No obvious cognate or entry in DED, Kolipakam"
1435,Kannada-round-1,baṭṭa,round-A,false,expert,Andronov1964,,,,", "
1436,Kota-round-1,ʋaʈam,round-A,false,expert,Andronov1964,,,,", "
1437,Malayalam-round-1,vaṭṭa-,round-A,false,expert,Andronov1964,,,,", "
1438,Tamil-round-1,ʋaʈʈam,round-A,false,expert,Andronov1964,,,,", "
1439,Gondi-round-1,guɳɖɾal,round-B,false,expert,BurrowEmeneau1961[DED1695],,,,"Go. (S.) gunḍkula pēru bead necklace (Voc. 1121); (M.) gonḍra round (Voc. 1195); (ASu.) guṇḍāl id., "
1440,Koya-round-1,guɳɖɾa:n,round-B,false,expert,,,,,"Good lookalike with Telegu: guṇḍrani, Jordan"
1441,Kurukh-round-1,guʈiɳɖa,round-B,false,expert,,,,,"reasonable cognate to DED1695, Kolipakam"
1442,Malto-round-1,guɖme,round-B,false,expert,,,,,"Reasonable cognate candidate, cf. DED1695, Dunn"
1443,Malto-round-2,guɖijo,round-B,false,expert,,,,,"Reasonable cognate candidate, cf DED1695, Dunn"
1444,Telugu-round-1,guɳɖɾani,round-B,false,expert,Andronov1964;BurrowEmeneau1961[DED1695],,,,"; B&E form: guṇḍrani, "
1445,Kannada-round-2,duɳɖane,round-C,false,expert,BurrowEmeneau1961[DED3309],,,,", "
1446,Kodava-round-1,uɾuʈa,round-D,false,expert,BurrowEmeneau1961[DED664],,,,"B&E form: urïṭ-, "
1447,Malayalam-round-2,uɾunɖa,round-D,false,expert,BurrowEmeneau1961[DED664],,,,"B&E form: uruṇṭa, "
1448,Tamil-round-2,uɾunɖai,round-D,false,expert,BurrowEmeneau1961[DED664],,,,"B&E form: uruṇṭai, "
1449,Toda-round-1,uʈʈi,round-D,false,expert,BurrowEmeneau1961[DED664],,,,"B&E form: uḍy, "
1450,Tulu-round-1,uɾuʈə,round-D,false,expert,BurrowEmeneau1961[DED664],,,,"B&E form: uṇḍè, "
1451,Yeruva-round-1,uɾuʈu,round-D,false,expert,,,,,"Lookalike with e.g. Tamil in DED664, Jordan"
1452,Betta_Kurumba-round-1,bəjnsakɾangu:də,round-E,false,expert,,,,,", Jordan"
1453,Brahui-round-1,go:l peɾi,round-F,false,expert,,,,,"possible loan word from hindi - gol meaning round., Kolipakam"
1454,Kolami-round-1,bubbaɾi,round-G,false,expert,,,,,"apparent singleton. no entry in DED, Kolipakam"
